행정구역명,학원/교습소,학원명,도로명주소,도로명상세주소,분야명,정원합계
동대문구,학원,이룸영어2학원,서울특별시 동대문구 전농로 118,2층 일부 (전농동),입시.검정 및 보습,0
동대문구,교습소,뮤엠영어답십리점영어교습소,서울특별시 동대문구 답십리로45길 8,2층(답십리동),입시.검정 및 보습,0
동대문구,교습소,그리니잉글리쉬(GreenyEnglish)영어교습소,서울특별시 동대문구 장안벚꽃로 167,"2층 224호(장안동,래미안장안2차아파트)",국제화,0
동대문구,학원,킹메이커스아카데미컴퓨터원격학원,서울특별시 동대문구 답십리로57길 3-9,101호(지층) 일부(답십리동),직업기술,0
동대문구,교습소,헬렌쌤영어교습소,서울특별시 동대문구 답십리로60길 66,", 1층 일부 (답십리동)",입시.검정 및 보습,14
동대문구,교습소,두뇌로논술교습소,서울특별시 동대문구 사가정로 148,전농SK아파트 상가139동 201호 (전농동),입시.검정 및 보습,6
동대문구,학원,동대문대성엔학원,서울특별시 동대문구 사가정로 80,", 2층 211~213호 (답십리동)",입시.검정 및 보습,240
동대문구,학원,명석학원,서울특별시 동대문구 제기로 46,", 2층 (제기동)",입시.검정 및 보습,40
동대문구,학원,휘경교일학원,서울특별시 동대문구 망우로 71,", 3층 (휘경동)",입시.검정 및 보습,240
동대문구,학원,더클래식음악학원,서울특별시 동대문구 약령시로 14,", 2층 (제기동,성금빌딩)",예능(대),91
동대문구,학원,아이비아카데미학원,서울특별시 동대문구 천호대로91길 42,2층 (장안동),입시.검정 및 보습,70
동대문구,학원,고려GnB아이음악학원,서울특별시 동대문구 전농로 35,2층 (답십리동),종합(대),170
동대문구,학원,모짤테움음악학원,서울특별시 동대문구 장안벚꽃로 107,현대홈타운아파트상가 308호 (장안동),예능(대),504
동대문구,학원,한국전통과학아카데미학원,서울특별시 동대문구 왕산로2길 22,화니빌딩4층일부 (신설동),직업기술,60
동대문구,학원,박샘플러스에듀학원,서울특별시 동대문구 답십리로56길 21-1,두산아파트 상가동301호 (답십리동),입시.검정 및 보습,130
동대문구,학원,시매쓰장안점보습학원,서울특별시 동대문구 답십리로69길 55,", 302호, 303호 (장안동, 웰빙프라자)",입시.검정 및 보습,100
동대문구,교습소,더샵피아노음악교습소,서울특별시 동대문구 한천로58길 107,", 상가동 3층 301?302호 (이문동, 현대아파트)",예능(대),48
동대문구,교습소,청아음악교습소,서울특별시 동대문구 전농로10길 20,청솔우성아파트상가 303호 (답십리동),예능(대),99
동대문구,학원,세움학원,서울특별시 동대문구 장한로 26,", 3층 (장안동)",입시.검정 및 보습,963
동대문구,학원,주니어학원,서울특별시 동대문구 신이문로9길 5-2,명빌딩4층 (이문동),입시.검정 및 보습,90
동대문구,학원,E&B보습학원,서울특별시 동대문구 한천로58길 75-19,", 2층 일부 (이문동)",입시.검정 및 보습,144
동대문구,학원,이화발레아카데미학원,서울특별시 동대문구 장안벚꽃로 107,", 상가1동 301호 일부, 302호 (장안동, 장안현대홈타운)",예능(대),106
동대문구,교습소,김은혜피아노교습소,서울특별시 동대문구 이문로54길 46,이문E편한세상아파트 상가동3층307호 (이문동),예능(대),50
동대문구,학원,수재탑학원,서울특별시 동대문구 답십리로 133,", 4층 (답십리동)",입시.검정 및 보습,370
동대문구,교습소,이재희음악교습소,서울특별시 동대문구 서울시립대로 31,동아아파트102동 210호,예능(대),35
동대문구,교습소,홍익아트미술교습소,서울특별시 동대문구 고산자로 534,한신아파트상가동 201호(제기동),예능(대),54
동대문구,교습소,정은피아노교습소,서울특별시 동대문구 한천로58길 107,현대아파트상가동 201호 (이문동),예능(대),25
동대문구,학원,봄국어전문별관1학원,서울특별시 동대문구 장한로26길 32,", 4층 일부 (장안동)",입시.검정 및 보습,45
동대문구,학원,동부형설보습학원,서울특별시 동대문구 장한로 139,", 5층 (장안동)",입시.검정 및 보습,220
동대문구,학원,옥스포드학원,서울특별시 동대문구 서울시립대로4길 5,", 2층 (전농동)",입시.검정 및 보습,120
동대문구,학원,한림원보습학원,서울특별시 동대문구 이문로1길 21,", 상가302호일부, 303호, 304호 (회기동, 청량리신현대아파트)",입시.검정 및 보습,100
동대문구,교습소,은소리음악교습소,서울특별시 동대문구 이문로54길 46,이문E편한세상아파트 상가동212호 (이문동),예능(대),70
동대문구,학원,디딤돌보습학원,서울특별시 동대문구 이문로 82,(4층) (이문동),입시.검정 및 보습,74
동대문구,학원,래미안음악학원,서울특별시 동대문구 장한로28길 50,3층 (장안동),예능(대),489
동대문구,학원,해냄학원,서울특별시 동대문구 황물로 42,", 2층 6호?7호 (답십리동)",입시.검정 및 보습,40
동대문구,교습소,이룸미술교습소,서울특별시 동대문구 장한로14길 81,", 302호일부 (장안동,래미안 장안아파트)",예능(대),63
동대문구,교습소,휘경음악교습소,서울특별시 동대문구 한천로 250,주공A상가206호 (휘경동),예능(대),70
동대문구,교습소,이고은바이올린교습소,서울특별시 동대문구 무학로 202,", 2층 202호 (제기동, 라이온스파스텔)",예능(대),2
